Date,Time,Lat,Lon,Alt (m),Gx (°/s),Gy (°/s),Gz (°/s),Ax (m/s²),Ay (m/s²),Az (m/s²),Mx (µT),My (µT),Mz (µT),|M| (µT)
2025-05-02,20:02:56,15.371555,75.11831416666666,533.0,-5.840793893129771,6.383404580152671,6.845145038167939,1.9748229345703125,1.3145879003906251,9.22066712402344,1.9637829156091358,-1.6399557820431467,-1.6566862309644659,3.048033394594343
2025-05-02,20:02:57,15.3715475,75.118315,533.3,12.411114503816794,-13.051709923664122,4.82987786259542,1.8766271337890625,1.3002177832031252,7.9441217138671885,-2.1377795843908642,-3.0559714070431467,-2.755319043464466,4.636900454331706
2025-05-02,20:02:58,15.371539166666667,75.11832083333333,532.9,-0.06216793893129775,-10.792167938931296,53.98254961832061,2.568787778320313,1.7289262792968751,6.483159799804688,-13.319420209390865,-5.472963594543147,-6.905709668464466,15.970257081420074
2025-05-02,20:02:59,15.371532833333333,75.11833,532.8,-46.95529770992366,17.482641221374045,4.761175572519083,2.525677426757813,4.030540048828125,6.919053354492188,-24.086021771890863,-5.228822969543147,-9.200631543464466,26.3083381315015
2025-05-02,20:03:00,15.371526166666667,75.11834,532.4,-6.275908396946565,-57.67766412213741,-26.070885496183205,0.8994591650390625,3.613806650390625,7.266331186523439,-32.16707645939086,-1.7376120320431467,-10.592233105964466,33.91069898556042
2025-05-02,20:03:01,15.3715165,75.11834916666666,532.0,-14.459114503816794,92.0017251908397,-25.902946564885497,-2.6140344873046875,-0.860089833984375,6.739426889648438,-36.73250614689086,5.830747342956853,-13.961373730964466,39.72649718845645
2025-05-02,20:03:02,15.371508166666667,75.118356,531.4,-2.375145038167939,-14.73873282442748,-12.620503816793894,0.9210143408203125,-0.740338857421875,8.008787241210939,-34.14461552189086,-2.3479635945431467,-9.005319043464466,35.39016068420196
2025-05-02,20:03:03,15.371499833333333,75.118362,530.8,-21.482015267175573,17.329969465648855,-22.589969465648856,1.1677013525390625,-0.270915029296875,9.057805795898439,-31.922935834390863,-4.496401094543147,-9.371529980964466,33.57256363868808
2025-05-02,20:03:04,15.3714875,75.11836583333333,530.2,7.601954198473282,-2.9982748091603053,-8.811343511450382,-0.5207874169921876,-1.272033193359375,8.559641733398438,-34.02254520939086,-2.9094870320431467,-8.712350293464466,35.24065471796321
2025-05-02,20:03:05,15.371475666666667,75.11836733333334,529.9,-18.17667175572519,26.03989312977099,-10.231190839694657,0.025277036132812437,-1.885158193359375,10.832515268554689,-32.92391239689086,-3.8372214070431467,-8.394967480964466,34.193329095764646
2025-05-02,20:03:06,15.371464,75.11836916666667,530.0,1.0828702290076335,26.10859541984733,-23.490732824427482,2.2358800634765625,-1.5378803613281251,8.511741342773439,-31.117271771890863,-4.667299532043147,-6.539498730964466,32.137724423173026
2025-05-02,20:03:07,15.371452333333334,75.11837233333334,530.1,8.777526717557253,-23.998274809160304,-24.078519083969468,-0.6213782373046876,-2.0480195214843753,10.200230112304688,-33.94930302189086,-2.2258932820431467,-8.883248730964466,35.16279119454818
2025-05-02,20:03:08,15.3714405,75.11837583333333,530.3,21.63248854961832,-8.983007633587786,-11.735007633587786,0.5210460791015624,-2.3737421777343752,8.80153870605469,-32.92391239689086,-5.277651094543147,-7.271920605964466,34.12797148811114
2025-05-02,20:03:09,15.371431333333334,75.11838066666667,530.1,13.762259541984733,-2.2425496183206106,-13.65867175572519,1.4694738134765626,-0.857694814453125,6.586145639648438,-31.922935834390863,-6.937807344543147,-8.712350293464466,33.80994011637204
2025-05-02,20:03:10,15.3714255,75.1183815,529.9,-15.627053435114505,-1.303618320610687,15.15048854961832,0.41806023925781244,0.27035938476562504,7.680669565429688,-30.360435834390863,-7.181947969543147,-8.639108105964466,32.37237448130629
2025-05-02,20:03:11,15.371418333333333,75.118382,529.7,-9.810259541984733,34.925389312977096,-35.162488549618324,0.7749181494140625,1.2403422949218752,8.38241028808594,-29.652428021890863,-6.034487032043147,-8.394967480964466,31.403136791406144
2025-05-02,20:03:12,15.371414666666666,75.11839,529.2,-3.19193893129771,-5.372320610687023,-17.49836641221374,1.3209826025390625,1.2714775488281251,7.623189096679688,-26.527428021890863,-5.546205782043147,-8.224069043464466,28.321372630312958
2025-05-02,20:03:13,15.371416166666666,75.118403,528.1,16.571419847328244,-8.883770992366411,-0.6357709923664122,1.1653063330078124,0.727808115234375,7.426797495117189,-27.235435834390863,-5.912416719543147,-8.590279980964466,29.163651120977875
2025-05-02,20:03:14,15.3714215,75.11841666666666,526.7,9.342412213740458,18.169664122137405,-7.17775572519084,1.3832531103515624,-0.11523875976562498,8.32253479980469,-25.379967084390863,-9.281557344543147,-5.538522168464466,27.585598847140854
2025-05-02,20:03:15,15.3714295,75.118427,526.3,-8.214839694656488,19.978824427480916,6.173389312977099,2.2334850439453127,0.16258350585937503,11.986914682617188,-32.21590458439086,-7.181947969543147,-5.880319043464466,33.52645279299216
2025-05-02,20:03:16,15.371437833333333,75.11843633333334,525.8,40.91493129770992,-43.1509465648855,26.52453435114504,1.6586803564453125,1.039160654296875,10.137959604492188,-31.874107709390863,-8.085268282043147,-7.638131543464466,33.759018927358206
2025-05-02,20:03:17,15.371445666666666,75.1184435,525.6,42.99126717557252,15.26126717557252,5.1962900763358775,-0.4154065576171876,1.2714775488281251,7.223220834960938,-29.554771771890863,-9.428041719543147,-7.955514355964466,32.025969365843714
2025-05-02,20:03:18,15.371447833333333,75.118447,526.1,47.34241221374046,0.9101221374045801,32.890946564885496,-1.2536633935546877,-0.620587880859375,9.718831186523438,-34.73055302189086,-6.766908907043147,-9.566842480964466,36.65415180328388
2025-05-02,20:03:19,15.371444166666667,75.11845433333333,526.5,24.11340458015267,13.59714503816794,7.4176641221374044,-0.8321399560546876,0.6990678808593751,11.364209604492189,-34.14461552189086,-7.596987032043147,-10.787545605964466,36.60519254564228
2025-05-02,20:03:20,15.371442166666666,75.11846316666667,526.9,39.23554198473282,-11.06697709923664,7.82224427480916,-0.7339441552734376,2.334866220703125,12.264736948242188,-32.09383427189086,-9.550112032043147,-9.444772168464466,34.791127596132505
2025-05-02,20:03:21,15.371442,75.11846933333334,528.4,56.98363358778626,-24.685297709923663,0.5016335877862595,0.23124871582031245,2.377976572265625,11.905484018554688,-33.90047489689086,-9.379213594543147,-7.638131543464466,35.99378973325895
2025-05-02,20:03:22,15.371444833333333,75.11847616666667,529.8,6.449282442748092,13.08569465648855,-9.315160305343511,1.2395519384765625,2.181584970703125,9.187136850585938,-30.653404584390863,-10.917299532043147,-8.394967480964466,33.6049716663049
2025-05-02,20:03:23,15.371445,75.11848066666667,531.0,5.342412213740458,0.8261526717557252,-6.338061068702291,1.4982140478515624,-0.038598134765624965,7.491463022460938,-31.336998334390863,-9.428041719543147,-9.249459668464466,34.0065867066016
2025-05-02,20:03:24,15.371443833333334,75.11847816666666,531.1,-1.0621679389312977,-27.349419847328242,-5.712106870229008,1.8742321142578124,-0.644538076171875,6.564590463867188,-36.34188114689086,-7.596987032043147,-5.538522168464466,37.53827067234645
2025-05-02,20:03:25,15.371443166666667,75.11847716666666,531.2,21.327145038167938,38.27653435114504,-16.69683969465649,1.3640929541015625,-1.873183095703125,9.335628061523439,-35.90242802189086,-6.644838594543147,-6.417428418464466,37.07184383492005
2025-05-02,20:03:26,15.371441166666667,75.11847716666666,531.2,18.78516030534351,-18.860870229007634,-10.124320610687024,0.7581530126953124,0.16018848632812505,8.645862436523439,-34.53524052189086,-6.840151094543147,-5.465279980964466,35.627795190993275
2025-05-02,20:03:27,15.371443666666666,75.11848333333333,531.5,-13.932396946564886,30.94829007633588,-14.864778625954198,0.46835564941406244,0.19850879882812505,8.025552377929689,-34.87703739689086,-6.107729219543147,-5.636178418464466,35.85357166264122
2025-05-02,20:03:28,15.371448833333334,75.11849083333334,530.9,-7.810259541984733,23.131496183206107,-14.902946564885497,0.5785265478515624,-0.261334951171875,7.817185678710938,-34.24227177189086,-7.548158907043147,-6.612740918464466,35.68243575543495
2025-05-02,20:03:29,15.371451666666667,75.11849633333334,531.3,-20.924763358778627,45.32996946564885,-50.62813740458015,0.7461779150390625,0.29670459960937506,4.8976568701171885,-33.55867802189086,-9.916322969543147,-7.149850293464466,35.716084486295294
2025-05-02,20:03:30,15.371453,75.11850316666667,531.3,1.1286717557251909,11.001725190839695,-37.4296641221374,1.7209508642578126,0.38532032226562507,6.765772104492188,-33.43660770939086,-10.526674532043147,-8.590279980964466,36.091696025077866
2025-05-02,20:03:31,15.371448166666667,75.11851433333334,531.3,48.28134351145038,-29.502091603053433,-34.36859541984733,0.5186510595703124,1.4894243261718751,7.915381479492188,-32.55770145939086,-11.649721407043147,-10.055123730964466,36.01146270877574
2025-05-02,20:03:32,15.371442166666666,75.11852366666666,530.9,20.334778625954197,-35.196748091603055,8.158122137404579,0.17376824707031244,0.24640918945312504,11.15105286621094,-32.46004520939086,-10.673158907043147,-10.177194043464466,35.653136392876036
2025-05-02,20:03:33,15.371440666666667,75.11853583333334,530.8,-19.09270229007634,38.757450381679384,-12.467832061068703,0.5449962744140625,-0.21582958007812497,11.414505014648439,-32.21590458439086,-9.037416719543147,-7.955514355964466,34.39229009271135
2025-05-02,20:03:34,15.37144,75.11853583333334,530.8,-4.764458015267175,-49.42575572519084,1.32606106870229,0.2504088720703124,2.1073393652343753,13.88377015136719,-19.813560834390863,-11.405580782043147,-5.221139355964466,23.45047466658661
