GPS_LAT,GPS_LONG,FILTERED_LAT,FILTERED_LONG,IMU_LAT,IMU_LONG,YAW_FILTERED_DEG
15.371555,75.11831416666666,15.371555005575264,75.11831417530891,15.371555118753001,75.1183143507466,0.6845145038168025
15.3715475,75.118315,15.37155089852229,75.11831480177244,15.371555356983986,75.1183147082972,-7.662452915499051
15.371539166666668,75.11832083333333,15.371544627588166,75.11831829489898,15.371555756099866,75.11831530196469,-43.05940273376469
15.371532833333331,75.11833,15.371537160411082,75.11832550183559,15.371556543231627,75.11831608670558,-112.09910558296127
15.371526166666667,75.11834,15.371528577706306,75.11833514879972,15.371557664566991,75.1183169135323,-185.35242440478976
15.3715165,75.11834916666666,15.371518614376535,75.1183450440461,15.371558690226633,75.11831750365697,121.21898736256668
15.371508166666668,75.118356,15.371509124642396,75.11835376510153,15.371559651620977,75.11831818174095,99.42745646484452
15.371499833333331,75.118362,15.371500202916854,75.11836141959277,15.371560589538634,75.11831896886846,91.26698084120102
15.3714875,75.11836583333333,15.371489582067271,75.11836765069363,15.371561413907278,75.11831970395822,74.55232687414569
15.371475666666669,75.11836733333334,15.371478305441121,75.11837204800393,15.371562067911157,75.11832043346602,61.52483885930926
15.371464,75.11836916666667,15.371466757620547,75.11837545722075,15.371562570417245,75.11832136186983,48.33455080980871
15.371452333333334,75.11837233333334,15.371454889669069,75.11837869146508,15.371562894599384,75.11832221286792,37.38386808910184
15.3714405,75.11837583333333,15.371442747169812,75.1183819645693,15.371562999602473,75.11832307970657,27.068183257836367
15.371431333333334,75.11838066666667,15.371431692073608,75.1183857042684,15.371563006110495,75.11832406832617,24.525430534699275
15.3714255,75.1183815,15.371422914172593,75.11838834530279,15.371563029467175,75.11832509996387,39.53182154137659
15.371418333333333,75.118382,15.371415051810231,75.1183901252916,15.371563152023821,75.118326221703,50.36995635070189
15.371414666666666,75.11839,15.371409232581648,75.11839381332834,15.371563359945869,75.1183274898885,71.52833257971011
15.371416166666666,75.118403,15.371406629996851,75.11840036197661,15.371563604863923,75.11832888028461,105.57942817567984
15.3714215,75.11841666666666,15.371407363378868,75.11840900603964,15.371563807922062,75.1183303926104,144.65970186210657
15.3714295,75.118427,15.371411118310244,75.11841784188077,15.371563971386784,75.11833210957282,186.6313476991686
15.371437833333331,75.11843633333334,15.37141653985641,75.11842655869852,15.371564187308195,75.11833400071919,-135.8667989006335
15.371445666666666,75.1184435,15.371422887552757,75.11843490583328,15.37156452351699,75.11833587900661,-107.85424980161348
15.371447833333333,75.118447,15.371428315970963,75.11844181034027,15.371564827665452,75.11833763120701,-83.15096172957082
15.371444166666668,75.11845433333333,15.371431084154876,75.11844899477245,15.371565205285416,75.11833931616678,-72.69381647425837
15.371442166666666,75.11846316666667,15.371432575864732,75.11845693298744,15.371565800933736,75.11834096219341,-68.61217309506709
15.371442,75.11846933333334,15.371433757862022,75.11846452409254,15.371566607554016,75.11834265599744,-65.22088963266441
15.371444833333332,75.11847616666667,15.371435662363526,75.11847201456865,15.371567596780622,75.11834448852002,-59.669871658795735
15.371445,75.11848066666667,15.371437241917972,75.11847857117634,15.371568564354314,75.11834645889707,-50.97188384240242
15.371443833333334,75.11847816666666,15.371438233871096,75.11848225998489,15.371569449656672,75.11834859333602,-37.31431452655272
15.371443166666667,75.11847716666666,15.371438851067552,75.11848444076107,15.371570148524057,75.1183508262637,-24.850371785360934
15.371441166666669,75.11847716666666,15.3714387392898,75.11848601779393,15.371570849024863,75.11835313137567,-16.653517872003647
15.371443666666666,75.11848333333333,15.371439576738918,75.11848895663594,15.371571558586336,75.11835548295788,-9.223526211693299
15.371448833333334,75.11849083333334,15.371441989743396,75.11849326708064,15.371572233286109,75.11835788152902,1.2924725786825242
15.371451666666667,75.11849633333334,15.37144477268705,75.11849799703538,15.371572916960138,75.11836035434976,7.682338533675336
15.371453,75.11850316666667,15.371447306910735,75.11850347927579,15.371573581131067,75.11836299026409,13.101326310860737
15.371448166666667,75.11851433333334,15.371447596677639,75.11851071111312,15.371574350279822,75.11836572562899,10.609222483029164
15.371442166666666,75.11852366666666,15.37144574425147,75.11851865070074,15.371575132218833,75.11836848580465,5.417954743225618
15.371440666666668,75.11853583333334,15.371443872702384,75.1185279991163,15.371575875013455,75.11837128279991,-1.6544315992343346
15.37144,75.11853583333334,15.37144246466668,75.11853463204721,15.371576776806519,75.11837419046776,-5.288276865715268
15.371439166666669,75.11853533333333,15.371441264244769,75.11853921456922,15.371577689890003,75.11837723738071,-5.5585600975432214
15.371439833333334,75.11853633333334,15.371440761618087,75.11854280690117,15.371578632499736,75.11838053714541,-3.51897509092702
15.371438333333334,75.11854333333333,15.371439840836283,75.11854738501431,15.371579473788808,75.11838383764953,-1.833626906517326
15.371440666666668,75.118555,15.371439842609055,75.11855419594134,15.371580117405484,75.11838729396867,1.090505135108871
15.3714435,75.11857083333334,15.371440680598667,75.11856381844866,15.371580612049998,75.11839081518076,4.56860667002723
15.371446666666667,75.118585,15.371442382548993,75.11857490258222,15.37158109365156,75.11839435654095,11.369199980190475
15.371449833333331,75.11860016666667,15.371444714269963,75.11858739277496,15.371581553537906,75.11839796943238,17.707055217456066
